Clip,L1 Loss,L2 Loss,SNR (dB)
33765,4.566116,40.766140,17.63
33766,5.149483,46.815292,17.21
33767,4.903407,41.705017,17.73
33768,4.838253,42.609837,17.49
33769,3.819535,26.202045,19.23
33770,2.886556,13.727942,21.25
33771,3.683150,23.269272,18.55
33772,4.099845,27.635620,17.71
33773,3.377737,18.709553,19.39
33774,2.779889,12.800527,21.07
33775,2.841007,12.890220,21.09
33776,2.777200,12.575205,21.30
33777,3.006268,15.230818,20.76
33778,3.309783,18.472349,20.35
33779,3.223502,18.147343,20.79
33780,3.306901,18.560160,21.01
33781,3.144873,16.456774,21.78
33782,2.985633,14.950160,22.28
33783,3.038551,15.739940,22.06
33784,2.633276,11.532092,23.42
33785,2.458080,10.121823,23.97
33786,2.462429,10.121292,23.94
33787,2.468920,10.111899,24.06
33788,2.553671,11.598236,23.67
33789,2.390457,9.964750,24.53
33790,2.617102,10.734686,24.46
33791,2.144887,7.511134,26.36
33792,2.364259,9.051002,25.92
33793,2.524451,10.231996,25.71
33794,2.474766,9.772085,26.05
33795,3.392872,18.008509,23.18
33796,3.079730,14.657104,23.57
33797,3.604939,21.900253,21.01
33798,3.834803,25.791029,19.21
33799,3.214213,19.950478,19.26
33800,2.922624,14.564406,20.21
33801,3.316755,18.814587,19.22
33802,3.577160,19.901611,19.55
33803,3.879476,29.084982,18.69
33804,4.354952,34.632000,18.18
33805,4.860538,42.273197,17.19
33806,5.367825,48.515438,16.18
33807,4.422689,36.517532,16.64
33808,3.586212,22.150028,17.53
33809,3.246914,18.574415,17.59
33810,3.408144,20.673248,17.05
33811,3.526582,21.652229,17.23
33812,3.525547,21.879683,17.60
33813,3.336909,19.609377,18.37
33814,3.462516,23.330282,17.86
33815,3.546291,24.967236,17.84
33816,3.766280,25.437717,18.08
33817,4.059940,27.666422,18.24
33818,3.668353,24.059683,19.08
33819,3.777950,24.067995,19.05
33820,4.290406,29.858427,17.93
33821,3.859290,25.594477,18.19
33822,2.949394,14.242643,19.95
33823,3.319214,17.383169,18.55
33824,3.317570,18.682343,18.11
33825,3.313912,19.334263,18.08
33826,3.129952,16.563320,18.98
33827,3.126496,15.697822,19.57
33828,3.207050,17.143061,19.67
33829,3.095559,16.432604,20.39
33830,3.045908,14.741003,21.46
33831,2.331751,9.061310,24.24
33832,2.846089,12.551545,23.42
33833,3.049850,14.026149,23.20
33834,3.445379,18.292223,21.95
33835,3.503475,20.147421,21.14
33836,3.219404,16.939827,21.19
33837,3.181983,17.308546,20.13
33838,3.658335,22.358574,18.26
33839,3.110009,15.822028,19.51
33840,2.934662,14.522507,19.95
33841,2.998946,15.410798,19.84
33842,3.369426,17.320114,19.43
33843,3.598718,19.934875,18.83
33844,3.658672,21.227095,18.47
33845,3.817942,24.083078,17.84
33846,3.317908,18.392260,19.20
33847,3.551703,20.133335,19.38
33848,4.031466,26.145813,18.69
33849,4.652243,32.780010,18.00
33850,4.387306,31.934067,18.27
33851,3.899661,24.916491,19.28
33852,3.534347,19.922846,19.92
33853,3.409677,18.960260,19.97
33854,3.441050,20.406477,19.66
33855,3.526015,19.828932,19.84
33856,3.616724,21.299345,19.57
33857,3.557957,20.896488,19.70
33858,3.363960,18.247541,20.21
33859,3.331362,18.275438,20.04
33860,3.218371,18.147594,20.00
33861,2.953837,15.652148,20.69
33862,2.413193,10.586485,22.33
33863,2.640681,13.310443,21.18
33864,3.071195,17.478821,19.83
33865,3.211733,18.877483,19.24
33866,3.128649,17.644556,19.18
33867,3.297207,20.026726,18.38
33868,3.402223,21.323687,18.20
33869,3.259692,19.646481,18.92
33870,3.081529,18.160704,19.87
33871,3.098126,16.291803,21.13
33872,2.858245,14.221937,22.38
33873,2.504470,11.519301,23.78
33874,2.501961,10.852024,24.35
33875,2.140722,7.522584,26.11
33876,1.961360,6.258560,26.94
33877,1.885921,5.821224,27.34
33878,2.038688,6.563420,27.02
33879,2.544529,10.346579,25.35
33880,3.054904,14.620765,24.06
33881,3.431449,18.275799,22.93
33882,3.476377,19.591782,22.17
33883,3.540136,20.552698,21.24
33884,4.129314,27.920490,18.90
33885,2.831471,12.758762,20.98
33886,2.547029,10.348273,21.67
33887,2.355994,8.874184,22.29
33888,2.281693,8.514967,22.61
33889,2.377610,9.937130,22.07
33890,2.559006,11.053725,21.69
33891,2.860037,12.879517,21.02
33892,2.662879,11.366433,21.51
33893,2.424810,9.708442,22.17
33894,2.292611,8.457898,22.92
33895,2.225979,8.328605,23.38
33896,2.425298,10.081020,23.17
33897,2.549908,11.114247,23.26
33898,2.845600,13.414102,22.81
33899,3.013065,14.985497,22.48
33900,2.972614,15.198254,22.36
33901,2.728514,12.319929,22.98
33902,2.798328,12.689123,22.46
33903,2.723782,11.981281,22.32
33904,2.568680,11.096904,22.39
33905,2.573681,10.995938,22.33
33906,2.628616,11.174290,22.29
33907,2.703140,12.311255,22.01
33908,2.566397,10.312361,22.96
33909,2.518265,9.862679,23.31
33910,2.534830,10.150502,23.30
33911,2.359737,8.634299,24.06
33912,2.228066,8.766554,23.99
33913,2.147642,9.236664,23.68
33914,2.120647,8.235661,24.06
33915,2.327119,9.496134,23.25
33916,2.242758,8.478912,23.53
33917,2.388235,10.073470,22.61
33918,2.445889,10.060199,22.58
33919,2.394281,10.052193,22.72
33920,2.232703,8.437866,23.75
33921,2.378378,9.395913,23.47
33922,2.368686,9.505372,23.42
33923,2.642476,11.010949,22.62
33924,2.647236,12.074234,21.90
33925,2.878351,14.838689,20.54
33926,3.262139,19.108236,19.03
33927,2.957745,15.315488,19.85
33928,3.028917,15.694009,19.82
33929,2.947572,14.900236,20.24
33930,2.554466,10.740699,21.85
33931,2.673450,11.605617,21.66
33932,2.846437,13.404904,21.15
33933,2.787667,12.828069,21.39
33934,2.479444,10.555300,22.31
33935,2.357749,10.018896,22.71
33936,2.388904,9.277607,23.26
33937,2.303135,9.170486,23.56
33938,2.611666,11.207931,22.95
33939,2.589693,11.170278,23.14
33940,2.764853,13.021181,22.53
33941,2.923589,15.209966,21.91
33942,2.346418,8.985031,24.29
33943,1.893239,5.667725,26.43
33944,2.061204,7.210429,25.42
33945,2.369881,9.665429,24.06
33946,2.660243,11.306357,23.17
33947,2.606429,11.099013,22.93
33948,2.446935,10.743793,22.62
33949,2.316303,9.643750,22.79
33950,2.304641,9.376626,22.90
33951,2.605665,11.102802,22.38
33952,2.649329,11.105885,22.64
33953,2.621472,11.330065,22.70
33954,2.721718,11.802793,22.57
33955,2.879568,12.809542,22.18
33956,2.951128,13.268352,21.96
33957,2.532434,10.386637,23.10
33958,3.151284,15.732941,21.60
33959,3.222190,16.432350,21.61
33960,3.011308,14.607464,22.21
33961,2.694326,12.160102,22.96
33962,2.768696,12.569333,22.66
33963,2.456889,10.231725,23.29
33964,2.386081,9.862729,23.45
33965,2.577264,11.349903,23.08
33966,2.698436,11.632889,23.43
33967,2.693619,12.162083,23.58
33968,2.861847,13.597992,23.28
33969,2.866406,12.682257,23.58
33970,3.371262,17.688128,22.03
33971,2.984690,13.216496,23.08
33972,2.586406,10.308101,24.06
33973,2.608442,10.641791,23.93
33974,2.901401,13.639147,22.96
33975,3.103214,15.249155,22.52
33976,3.012776,15.100150,22.46
33977,3.152381,16.793215,21.76
33978,2.983968,15.971972,21.66
33979,3.023483,15.828328,21.34
33980,2.876699,15.027218,21.30
33981,2.885732,15.192006,21.13
33982,2.780075,13.731482,21.57
33983,2.852493,13.619311,21.67
33984,3.130160,15.227789,21.25
33985,3.290405,17.202620,20.71
33986,3.260150,17.021328,20.68
33987,3.016984,15.447447,20.97
33988,2.862802,13.799559,21.28
33989,2.591083,11.472051,21.88
33990,2.690696,12.748222,21.31
33991,2.995472,14.711761,20.67
33992,3.274790,16.871651,20.17
33993,2.955121,14.939189,20.92
33994,2.926225,14.415034,21.38
33995,2.796285,13.035315,22.11
33996,2.662978,12.305544,22.56
33997,3.017068,16.148697,21.45
33998,2.943044,15.898791,21.50
33999,2.931350,16.729744,21.19
34000,3.090842,18.437643,20.69
34001,3.199500,19.176727,20.49
34002,3.006857,16.998228,21.11
34003,3.142587,17.358358,21.06
34004,3.304350,18.608158,20.72
34005,3.144660,16.516930,21.08
34006,3.055070,15.080672,21.21
34007,2.937258,13.995327,21.17
34008,2.794695,14.204169,20.76
34009,2.780354,13.951147,20.58
34010,2.740395,12.950349,20.82
34011,2.741958,12.392426,21.20
34012,2.537117,10.519528,22.38
34013,2.625232,11.967643,22.55
34014,2.610907,11.025096,23.57
34015,2.754901,11.860286,23.71
34016,2.966899,14.354572,23.09
34017,3.179303,16.929325,22.37
34018,2.792952,13.192306,23.21
34019,2.565066,11.037707,23.69
34020,2.713517,12.303249,23.02
34021,2.724913,12.253864,23.01
34022,2.690586,12.179347,23.18
34023,2.481561,10.845437,23.98
34024,2.666739,11.438863,24.17
34025,3.040576,14.301965,23.69
34026,3.687033,20.262131,22.47
34027,3.670373,20.778584,22.41
34028,3.122756,16.581186,23.16
34029,2.587136,11.071482,24.49
34030,2.626043,11.454183,23.70
34031,3.118474,15.459033,21.84
34032,3.344047,17.849573,20.84
34033,3.064551,15.944423,21.23
34034,2.728687,13.762002,21.87
34035,2.918292,15.568708,21.41
34036,2.802523,14.071728,22.00
34037,2.582093,11.723246,23.13
34038,2.563432,11.006249,23.95
34039,2.466307,9.903722,25.06
34040,2.341824,9.512202,25.86
34041,2.567393,11.620223,25.50
34042,2.507797,10.942082,26.02
34043,2.881182,13.219808,25.22
34044,2.478566,9.769434,26.35
34045,2.492100,9.686174,26.07
34046,2.386655,8.915218,26.02
34047,2.330455,9.039524,25.56
34048,2.340887,9.714178,24.87
34049,2.559981,11.895464,23.61
34050,2.591034,11.858195,23.22
34051,2.733163,14.108810,22.05
34052,2.865796,15.267520,21.37
34053,2.783820,14.662598,21.28
34054,2.887009,15.274714,20.94
34055,2.820780,14.601425,21.05
34056,2.856006,14.140771,21.15
34057,2.674851,13.074260,21.46
34058,2.565250,11.665312,21.99
34059,2.375215,9.701513,22.91
34060,2.372986,8.825335,23.53
34061,2.378637,8.716195,23.88
34062,2.331667,8.883910,24.14
34063,2.298339,8.612466,24.57
34064,2.090248,7.612741,25.32
34065,2.025170,7.529409,25.50
34066,2.103575,7.542794,25.59
34067,2.078455,6.853474,26.11
34068,2.050086,7.138505,25.99
34069,1.994459,6.618765,26.34
34070,2.186156,7.486216,25.79
34071,2.445028,9.636392,24.65
34072,2.563264,10.218358,24.30
34073,2.692274,11.214348,23.70
34074,2.806592,12.412150,22.99
34075,2.677894,12.512364,22.63
34076,2.373166,10.153135,23.16
34077,2.607931,11.852269,22.02
34078,2.610936,11.860996,21.76
34079,2.685712,12.815248,21.43
34080,2.520691,10.400031,22.54
34081,2.385671,9.079830,23.35
34082,2.365820,9.224750,23.46
34083,2.317714,9.251319,23.53
34084,1.896830,6.213367,25.28
34085,1.987254,6.157141,25.28
34086,2.245394,8.209097,24.02
34087,2.298218,8.449991,23.95
34088,2.159679,7.507902,24.58
34089,2.079244,7.317545,24.76
34090,2.254519,8.470054,24.06
34091,2.455888,10.468392,22.96
34092,2.501411,11.560628,22.24
34093,2.911486,14.287168,21.00
34094,2.910426,14.113922,20.86
34095,2.982812,14.617493,20.72
34096,2.970181,14.224470,21.14
34097,2.712825,12.576906,22.11
34098,2.838161,13.451362,22.20
34099,3.096182,16.069313,21.69
34100,3.249435,17.879145,21.36
34101,3.055398,16.614483,21.64
34102,2.764366,13.244537,22.54
34103,2.728008,12.478827,22.75
34104,2.680630,12.273952,22.86
34105,2.584954,11.906467,23.04
34106,2.682651,12.076330,22.88
34107,2.865547,14.998613,21.69
34108,3.145153,18.435564,20.40
34109,3.429683,20.025352,19.51
34110,3.013923,16.692987,19.74
34111,3.117576,21.598589,18.28
34112,3.187167,23.347939,17.77
34113,3.163506,21.760189,18.02
34114,3.180349,21.108168,18.14
34115,3.409252,23.586294,17.71
34116,3.458477,23.502243,17.90
34117,3.234954,20.051323,18.88
34118,2.904599,15.347619,20.38
34119,2.707198,12.735628,21.47
34120,2.747829,12.311730,21.80
34121,2.775273,12.301487,21.88
34122,2.837393,13.434480,21.49
34123,3.043121,15.978125,20.69
34124,3.083407,16.756086,20.52
34125,3.045568,15.782313,20.91
34126,2.812858,13.503716,21.77
34127,2.736699,12.728906,22.16
34128,2.930690,14.071106,21.78
34129,3.009498,14.171951,21.67
34130,3.173494,16.140358,20.95
34131,2.869503,14.389760,21.24
34132,3.121239,16.548710,20.52
34133,3.287339,19.158833,19.91
34134,3.293067,19.815504,19.94
34135,3.685406,22.234653,19.63
34136,2.092845,7.256326,27.33
34137,2.129827,7.303309,27.01
34138,2.264488,8.065069,26.26
34139,2.141104,7.773246,26.13
34140,2.282726,9.007887,25.22
34141,2.289880,8.782442,25.08
34142,2.475359,9.866265,24.26
34143,2.505068,10.471668,23.61
34144,2.498609,10.539326,23.14
34145,2.557427,10.576308,22.67
34146,2.500485,9.680896,22.60
34147,2.256312,8.122669,22.98
34148,2.360466,9.542099,22.02
34149,2.797218,13.106225,20.49
34150,2.761814,12.894277,20.46
34151,2.740658,11.852025,20.79
34152,2.665753,11.677014,20.87
34153,2.488307,10.207468,21.54
34154,2.420192,9.357153,22.10
34155,2.116866,7.196894,23.50
34156,2.048450,6.584013,24.19
34157,2.112906,7.068207,24.23
34158,1.928090,6.034195,25.26
34159,1.967248,6.386957,25.35
34160,1.991283,6.747833,25.46
34161,2.094145,7.805250,25.05
34162,1.999484,6.918268,25.71
34163,2.191478,8.432240,24.88
34164,2.316643,9.742002,24.14
34165,2.138846,7.882998,24.81
34166,2.038522,6.727428,25.19
34167,1.901381,5.860001,25.44
34168,1.894186,5.960330,24.97
34169,1.958107,6.485844,24.23
34170,2.180648,7.817854,23.10
34171,2.201385,7.847237,22.82
34172,2.259693,8.347758,22.42
34173,2.277540,9.233950,21.97
34174,2.565782,12.055098,20.90
34175,2.531357,11.977153,21.09
34176,2.648488,12.673685,21.10
34177,2.636567,13.663618,21.04
34178,2.573159,13.086616,21.50
34179,2.551888,12.028578,22.15
34180,2.671799,12.314323,22.26
34181,2.474300,10.772822,23.00
34182,2.368469,9.137462,23.82
34183,2.219306,7.914941,24.48
34184,2.043578,6.840208,25.09
34185,1.955068,6.397429,25.34
34186,1.853763,5.796791,25.68
34187,1.743276,5.226916,26.01
34188,1.728244,4.719003,26.34
34189,1.765931,5.218214,25.80
34190,2.021814,6.608072,24.72
34191,1.879044,5.688656,25.35
34192,1.948936,6.518301,24.77
34193,1.907679,5.700412,25.39
34194,2.025308,6.761847,24.76
34195,2.285566,8.261868,24.07
34196,2.361557,8.820138,24.08
34197,2.337360,8.494818,24.68
34198,2.555601,10.122018,24.46
34199,2.376622,9.070866,25.28
34200,2.579325,10.580961,24.76
34201,2.920001,13.667994,23.60
34202,2.541853,10.232182,24.61
34203,2.054035,6.789149,25.90
34204,1.894645,5.801025,26.09
34205,1.938823,5.993484,25.57
34206,1.986336,6.399811,25.03
34207,2.291406,8.378847,23.71
34208,2.055685,7.000811,24.46
34209,2.163293,8.172421,23.85
34210,2.363185,10.173072,22.98
34211,2.335397,9.652074,23.31
34212,2.385629,9.122297,23.65
34213,2.162568,7.251387,24.75
34214,2.222557,8.334001,24.23
34215,2.179781,8.091234,24.44
34216,2.104315,8.011392,24.51
34217,2.104705,7.602175,24.72
34218,2.000470,6.841152,25.11
34219,1.865080,5.737863,25.77
34220,1.901952,5.566651,25.79
34221,1.874225,5.600615,25.69
34222,1.817934,5.294768,25.90
34223,1.761088,5.077708,26.10
34224,2.047562,6.369569,25.21
34225,1.936634,5.725923,25.84
34226,1.939812,6.120990,25.72
34227,2.034230,6.752258,25.44
34228,2.258584,8.583654,24.52
34229,2.250467,9.084956,24.29
34230,2.144138,7.755662,24.86
34231,2.063180,7.571364,24.76
34232,1.989458,7.440528,24.59
34233,1.957889,7.296489,24.37
34234,1.960902,7.558181,23.92
34235,2.022566,8.240103,23.30
34236,2.096028,8.662057,22.89
34237,2.124875,8.955111,22.61
34238,2.113499,8.488828,22.79
34239,2.249651,8.816672,22.66
34240,2.288904,8.594471,22.93
34241,2.242424,8.073858,23.47
34242,2.044974,6.727622,24.62
34243,2.255324,7.863719,24.34
34244,2.247300,8.198846,24.60
34245,2.506613,9.962810,24.11
34246,2.693411,11.964785,23.55
34247,2.837544,13.237255,23.22
34248,2.515422,10.740520,24.07
34249,2.298125,8.705871,24.72
34250,2.105771,7.407884,25.01
34251,2.329741,9.053039,23.71
34252,2.466547,10.299678,22.70
34253,2.609937,12.386633,21.52
34254,2.841488,14.677432,20.55
34255,3.024292,15.953389,20.12
34256,2.999264,15.020231,20.34
34257,2.799583,13.114783,20.91
34258,2.715504,13.679109,20.72
34259,2.664346,13.391584,20.85
34260,2.860539,14.119721,20.71
34261,2.702236,13.625785,21.04
34262,2.559454,12.691679,21.62
34263,2.235186,8.991969,23.48
34264,2.258049,8.803555,23.94
34265,2.492368,11.293186,23.21
34266,2.378793,10.154292,23.98
34267,2.489968,10.159986,24.23
34268,2.409177,9.628226,24.65
34269,2.503600,10.820493,24.28
34270,2.566257,10.927856,24.26
34271,2.505893,10.158249,24.48
34272,2.244122,8.050936,25.31
34273,1.988351,6.630796,25.92
34274,1.789522,5.258251,26.64
34275,1.899353,5.514684,26.20
34276,1.948604,6.101931,25.62
34277,2.096700,7.030252,24.93
34278,2.120660,7.547252,24.60
34279,1.993493,6.878863,25.02
34280,2.119562,7.432540,24.72
34281,2.374177,8.666561,24.07
34282,2.179122,7.610658,24.60
34283,2.289175,8.221670,24.22
34284,2.247493,8.008926,24.29
34285,2.339739,8.389262,24.04
34286,2.387897,8.909748,23.77
34287,2.402094,9.360235,23.54
34288,2.262703,8.114759,24.15
34289,2.127082,7.155252,24.66
34290,2.010513,6.470046,25.05
34291,1.967390,6.358111,25.10
34292,2.179633,7.551325,24.39
34293,2.086169,7.277651,24.63
34294,2.261989,8.242829,24.18
34295,2.027315,6.472731,25.29
34296,2.075408,6.441350,25.32
34297,1.848647,5.561295,25.93
34298,1.860539,5.779097,25.69
34299,1.618423,4.360897,26.83
34300,1.835378,5.156630,26.08
34301,1.924409,5.680558,25.70
34302,1.835841,5.199254,26.18
34303,1.901113,5.880271,25.79
34304,2.189860,7.893106,24.71
34305,2.245368,8.855511,24.39
34306,2.378101,9.529647,24.21
34307,2.570694,10.687283,23.82
34308,2.436863,10.102733,24.10
34309,2.361485,9.204428,24.46
34310,2.206623,8.145540,24.88
34311,2.153115,7.737472,24.95
34312,2.162948,7.853694,24.68
34313,2.167928,7.872113,24.46
34314,2.261732,8.394636,24.02
34315,2.470708,9.768906,23.25
34316,2.568073,10.286375,22.98
34317,2.432756,9.686580,23.25
34318,2.340591,8.735187,23.73
34319,2.217810,8.252254,23.96
34320,2.172880,7.629453,24.22
34321,2.176164,7.451149,24.20
34322,2.221490,7.725172,23.93
34323,2.107821,6.907085,24.29
34324,2.077635,6.879756,24.26
34325,2.104929,7.169559,24.08
34326,2.159060,7.410066,23.98
34327,2.117727,7.092744,24.25
34328,2.214026,8.279020,23.67
34329,2.335214,9.526640,23.19
34330,2.256838,9.112557,23.56
34331,2.193275,7.706765,24.50
34332,2.220615,7.334355,24.92
34333,2.184399,7.303144,25.09
34334,2.119773,7.176708,25.27
34335,2.308274,8.320823,24.67
34336,2.297769,8.570069,24.51
34337,2.137615,7.864188,24.80
34338,2.092159,7.818010,24.76
34339,2.036114,7.056584,25.17
34340,2.071924,6.768011,25.35
34341,2.071037,6.622578,25.54
34342,1.991174,6.700686,25.65
34343,1.980364,6.972894,25.69
34344,1.991202,6.965063,25.95
34345,1.868339,6.103113,26.79
34346,2.023952,6.702767,26.65
34347,2.008355,6.868313,26.78
34348,1.919491,6.343132,27.34
34349,1.760961,4.873453,28.66
34350,1.757097,4.929620,28.74
34351,1.766248,5.021025,28.75
34352,1.713513,4.649112,29.13
34353,1.682736,4.462887,29.29
34354,1.696961,4.510882,29.22
34355,1.965472,5.903469,28.00
34356,2.130402,6.647920,27.43
34357,1.968570,6.223672,27.68
34358,1.835847,5.464839,28.23
34359,1.893003,6.063571,27.79
34360,1.832859,5.991583,27.86
34361,1.680514,4.923733,28.75
34362,1.834632,5.573513,28.25
34363,1.832452,5.556221,28.30
34364,1.726372,4.892791,28.90
34365,1.843399,5.404289,28.51
34366,1.630518,4.258578,29.60
34367,1.722968,4.708505,29.23
34368,1.655800,4.376338,29.61
34369,1.665893,4.367172,29.69
34370,1.614545,4.074860,30.07
34371,1.896108,5.950930,28.50
34372,1.726144,5.474941,28.96
34373,1.720211,6.039878,28.64
34374,1.749143,6.158683,28.68
34375,1.652235,4.799606,29.90
34376,1.524618,4.069768,30.71
34377,1.570689,4.972756,29.88
34378,2.021026,7.484442,28.08
34379,2.078754,7.932725,27.63
34380,1.867138,6.683259,27.99
34381,2.112444,7.647593,26.87
34382,2.454700,10.469625,24.83
34383,2.224840,8.130953,25.05
34384,2.102823,8.020288,24.23
34385,2.299437,10.086810,22.38
34386,3.169246,18.254225,18.97
34387,3.058196,16.014526,20.59
34388,2.585195,11.787903,21.90
34389,2.403352,10.162428,22.50
34390,2.231922,8.782458,23.08
34391,2.053957,7.451250,23.73
34392,1.999863,6.695368,24.12
34393,2.090002,6.823055,23.96
34394,2.180473,7.320030,23.58
34395,2.266498,7.821355,23.22
34396,2.229069,7.487970,23.36
34397,2.008980,6.080743,24.22
34398,1.892285,5.351759,24.74
34399,1.879870,5.337538,24.74
34400,1.965887,6.146845,24.12
34401,2.101844,7.331901,23.35
34402,2.128755,7.657868,23.16
34403,2.166891,7.709761,23.13
34404,1.939663,6.724717,23.71
34405,1.854273,6.308675,23.97
34406,1.904128,6.427539,23.86
34407,1.846425,5.969847,24.15
34408,1.964751,6.576194,23.69
34409,2.086535,7.452651,23.12
34410,2.135396,7.525858,23.05
34411,2.112430,7.700390,22.92
